154;T1;1
346;T1;2
351;T1;3
382;T1;4
328;T1;5
364;T1;6
315;T1;7
345;T1;8
354;T1;9
353;T1;10
381;T1;11
355;T1;12
73;T1;13
316;T1;14
334;T1;15
319;T1;16
343;T1;17
337;T1;18
378;T1;20
320;T1;21
65;T1;22
357;T1;23
324;T1;24
333;T1;25
330;T1;26
326;T1;27
344;T1;29
352;T1;30
336;T1;31
47;T1;32
342;T1;33
306;T1;34
369;T1;35
367;T1;36
363;T1;37
