184;10;1
136;10;2
248;10;4
295;10;5
280;10;6
301;10;8
233;10;9
293;10;10
218;10;12
127;10;13
277;10;14
30;10;15
267;10;16
165;10;17
291;10;18
67;10;19
252;10;20
54;10;21
194;10;22
210;10;23
265;10;24
118;10;25
23;10;26
