82;3;1
138;3;2
163;3;3
145;3;4
94;3;5
207;3;6
212;3;7
55;3;8
273;3;9
2;3;10
29;3;11
14;3;12
260;3;13
157;3;14
159;3;15
61;3;16
129;3;17
282;3;18
6;3;19
156;3;20
186;3;21
86;3;22
33;3;23
91;3;24
50;3;25
