187;2;1
120;2;2
25;2;3
121;2;4
197;2;5
270;2;6
55;2;7
193;2;8
21;2;9
113;2;10
57;2;11
48;2;12
20;2;13
41;2;14
40;2;15
59;2;16
97;2;17
16;2;18
158;2;19
111;2;20
86;2;21
257;2;22
122;2;23
251;2;24
19;2;25
